datetime,clientid,minute,country_code,sourcemedium,internal_event,device_category,hour,channel,carrier,wifi,operator,external_event
2020-03-20 17:43:10,4744186085-49026953753372A27982617515845L91K432321,43,CO,organic,install,phone,17,,Claro,True,Claro,DD
2020-03-20 17:43:11,4744183772-25279551642642A27982617515845L91K772722,43,CO,organic,install,phone,17,,Claro,True,Claro,DD
2020-03-20 17:43:14,4744188410-45491510226582A27982617515845L91K786246,43,CO,organic,install,phone,17,,Claro,False,Claro,DD
2020-03-20 17:43:15,4744189739-49024385773982A27982617515845L91K693333,43,CO,Facebook Ads,install,phone,17,Facebook,ETB 4G,True,ETB 4G,DD
2020-03-20 17:43:17,4744186844-81694939050382A27982617515845L91K553862,43,CO,Facebook Ads,install,phone,17,Facebook,TIGO,False,TIGO,DD
2020-03-20 17:43:18,4744195085-57434440655932A27982617515845L91K574269,43,CO,Facebook Ads,install,phone,17,Messenger,TIGO,True,TIGO,DD
2020-03-20 17:43:18,4744072668-47201112A27982617515845L91K,43,CO,Apple Search Ads,install,phone,17,,,True,,DD
2020-03-20 17:43:19,4737198912-74847662A27982617515845L91K,43,CO,Facebook Ads,install,phone,17,Instagram,,True,,DD
2020-03-20 17:43:21,4743952489-28474802A27982617515845L91K,43,CO,Apple Search Ads,install,phone,17,,,True,,DD
2020-03-20 17:43:21,4744191382-42297579812092A27982617515845L91K850232,43,CO,branch_int,install,phone,17,,Avantel 4G LTE,True,Avantel 4G LTE,DD
2020-03-20 19:09:31,4749366433-17261631852242A27982617515845L91K134914,9,CO,organic,install,phone,19,,Movistar,True,Movistar,E
2020-03-20 19:09:32,7857275110-81805922A27982617515675L91K,9,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,E
2020-03-20 19:09:33,4749540743-51851908203982A27982617515845L91K413985,9,CO,branch_int,install,phone,19,,Claro,True,Claro,E
2020-03-20 19:09:36,4748963643-22665410632132A27982617515845L91K019892,9,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,E
2020-03-20 19:09:38,4749376083-72609511149962A27982617515845L91K267717,9,CO,branch_int,install,phone,19,,Claro,True,Claro,E
2020-03-20 19:09:39,4749367234-13265053994812A27982617515845L91K142549,9,CO,organic,install,phone,19,,Claro,True,Claro,E
2020-03-20 19:09:41,4725596573-26953723677622A27982617515845L91K201009,9,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,E
2020-03-20 19:09:43,4749372510-40714957577392A27982617515845L91K364753,9,CO,organic,install,phone,19,,Claro,True,Claro,E
2020-03-20 19:09:44,4749381956-86671806701072A27982617515845L91K224769,9,CO,organic,install,phone,19,,Claro,True,Claro,E
2020-03-20 19:09:44,4749381946-17132283139752A27982617515845L91K591408,9,CO,organic,install,phone,19,,Claro,True,Claro,E
2020-03-21 06:15:38,4789331341-17863675172682A27982617515845L91K510787,15,CO,organic,install,phone,6,,TIGO,False,TIGO,Z
2020-03-21 06:15:44,4789335154-13153208386882A27982617515845L91K979842,15,CO,Facebook Ads,install,phone,6,AudienceNetwork,Claro,True,Claro,Z
2020-03-21 12:15:41,4810594039-96650832A27982617515845L91K,15,CO,organic,install,phone,12,,,True,,B
2020-03-21 12:15:43,4810934445-23015166962302A27982617515845L91K769670,15,CO,Facebook Ads,install,phone,12,Facebook,Claro,True,Claro,B
2020-03-21 12:15:44,4810937476-84794002752232A27982617515845L91K604550,15,CO,googleadwords_int,install,phone,12,Search,Movistar,True,Movistar,B
2020-03-21 12:15:46,4810941027-23606812271992A27982617515845L91K707694,15,CO,organic,install,phone,12,,Claro,False,Claro,B
2020-03-21 12:15:46,4810453749-25633002A27982617515845L91K,15,CO,organic,install,phone,12,,,True,,B
2020-03-21 12:15:47,4810938192-91427321372422A27982617515845L91K322064,15,CO,organic,install,phone,12,,Movistar,True,Movistar,B
2020-03-21 12:15:48,4810904802-84108002478572A27982617515845L91K364543,15,CO,branch_int,install,phone,12,,,True,Claro,B
2020-03-21 12:15:48,4810947353-17386276441712A27982617515845L91K958390,15,CO,Facebook Ads,install,phone,12,Facebook,Claro,True,Claro,B
2020-03-21 12:15:49,4810943712-23827991641842A27982617515845L91K062171,15,CO,organic,install,phone,12,,movistar,True,Movistar,B
2020-03-21 12:15:50,4810943459-24462180012162A27982617515845L91K165367,15,CO,organic,install,phone,12,,Claro,True,Claro,B
2020-03-21 12:15:55,4810951957-99301976068322A27982617515845L91K68711,15,CO,Facebook Ads,install,phone,12,Facebook,TIGO,True,TIGO,B
2020-03-21 12:15:56,4810801617-78337262A27982617515845L91K,15,CO,googleadwords_int,install,phone,12,UAC_Display,,False,,B
2020-03-21 16:56:58,4827809415-44037874165602A27982617515845L91K594985,56,CO,organic,install,phone,16,,Movistar,False,Movistar,DD
2020-03-21 16:56:59,4827826452-60470733467842A27982617515845L91K177426,56,CO,organic,install,phone,16,,Claro,True,Claro,DD
2020-03-21 16:56:59,9224066793-27908289565852A27982617515795L91K702765,56,CO,liftoff_int,FIRST_ORDER_PLACED_CONFIRMED_BACK,,16,,,False,,DD
2020-03-21 16:57:02,4827809785-25772374752252A27982617515845L91K431450,57,CO,branch_int,install,phone,16,,Movistar,True,Movistar,DD
2020-03-21 16:57:03,4827819142-41555147043512A27982617515845L91K287607,57,CO,Facebook Ads,install,phone,16,Instagram,TIGO,True,TIGO,DD
2020-03-21 16:57:04,4827821522-26183684226612A27982617515845L91K683022,57,CO,organic,install,phone,16,,Claro,False,Claro,DD
2020-03-21 16:57:04,4827819571-50923741384332A27982617515845L91K586325,57,CO,organic,install,phone,16,,Movistar,True,Movistar,DD
2020-03-21 16:57:08,4827823062-90544668160682A27982617515845L91K437403,57,CO,organic,install,phone,16,,Claro,True,Claro,DD
2020-03-21 16:57:09,4827822136-13422412138222A27982617515845L91K473896,57,CO,organic,install,phone,16,,Claro,True,Claro,DD
2020-03-21 16:57:10,4827823232-20714582327802A27982617515845L91K148034,57,CO,organic,install,phone,16,,Movistar,True,Movistar,DD
2020-03-21 16:57:12,4827828875-69525216691892A27982617515845L91K93308,57,CO,Facebook Ads,install,phone,16,Facebook,TIGO,True,TIGO,DD
2020-03-21 16:57:12,4827827217-81167481069492A27982617515845L91K514800,57,CO,organic,install,phone,16,,Claro,True,Claro,DD
2020-03-21 16:57:12,4799333045-97310392A27982617515845L91K,57,CO,Apple Search Ads,install,phone,16,,,False,,DD
2020-03-21 19:03:19,2053649665-72590542A27982617515825L91K,3,CO,organic,install,phone,19,,,False,,Y
2020-03-21 19:03:20,4835397334-31815692560562A27982617515845L91K829887,3,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-21 19:03:20,4834279497-87377842A27982617515845L91K,3,CO,googleadwords_int,install,phone,19,UAC_Video,,True,,Y
2020-03-21 19:03:21,4835403562-21820318410592A27982617515845L91K231413,3,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-21 19:03:21,4835384401-69363397582632A27982617515845L91K732283,3,CO,Facebook Ads,install,phone,19,Facebook,Claro,True,Claro,Y
2020-03-21 19:03:22,4835395380-48363866476282A27982617515845L91K471320,3,CO,Facebook Ads,install,phone,19,Facebook,Movistar,True,Movistar,Y
2020-03-21 19:03:23,4835399472-71332340474852A27982617515845L91K932211,3,CO,organic,install,phone,19,,TIGO,False,TIGO,Y
2020-03-21 19:03:23,4835396996-89394787190242A27982617515845L91K99693,3,CO,organic,install,phone,19,,TIGO,True,TIGO,Y
2020-03-21 19:03:23,4835397475-72963268443662A27982617515845L91K753211,3,CO,Facebook Ads,install,phone,19,Facebook,movistar,True,Movistar,Y
2020-03-21 19:03:24,0687711290-73945435319582A27982617515805L91K171294,3,CO,liftoff_int,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,Y
2020-03-21 19:03:25,4835298075-79727042A27982617515845L91K,3,CO,Facebook Ads,install,phone,19,Facebook,,True,,Y
2020-03-21 19:03:26,4835399761-38797340113662A27982617515845L91K396124,3,CO,Facebook Ads,install,phone,19,Instagram,Claro,True,Claro,Y
2020-03-21 19:03:27,4835404706-55051488179802A27982617515845L91K187999,3,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-21 19:03:27,2424764128-19115462A27982617515825L91K,3,CO,rankmyapp_int,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,Y
2020-03-21 19:03:29,4835380358-15668621818112A27982617515845L91K807891,3,CO,organic,install,phone,19,,Movistar,True,Movistar,Y
2020-03-21 19:03:30,4834937597-89767832A27982617515845L91K,3,CO,googleadwords_int,install,phone,19,UAC_Video,,True,,Y
2020-03-21 19:03:32,4835408151-58203982900452A27982617515845L91K402562,3,CO,organic,install,phone,19,,Virgin Mobile,True,Virgin Mobile,Y
2020-03-21 19:03:32,4825192553-34144482A27982617515845L91K,3,CO,googleadwords_int,install,phone,19,UAC_Display,,True,,Y
2020-03-21 19:03:32,4832100207-78777878579432A27982617515845L91K484715,3,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,Y
2020-03-21 19:03:33,4835312507-16530272580282A27982617515845L91K096737,3,CO,Facebook Ads,install,phone,19,Facebook,Claro,True,Claro,Y
2020-03-21 19:03:33,4835405730-92230811148262A27982617515845L91K404043,3,CO,organic,install,phone,19,,TIGO,False,TIGO,Y
2020-03-21 19:03:34,4835409758-68169803414492A27982617515845L91K097470,3,CO,Facebook Ads,install,phone,19,Instagram,Virgin Mobile,True,Virgin Mobile,Y
2020-03-21 19:15:42,4836137784-73346714554522A27982617515845L91K470737,15,CO,Facebook Ads,install,phone,19,Facebook,Virgin Mobile,True,Virgin Mobile,Y
2020-03-21 19:15:44,4836142113-82352120844572A27982617515845L91K69600,15,CO,organic,install,phone,19,,Movistar,True,Movistar,Y
2020-03-21 19:15:46,4836135533-21382341269442A27982617515845L91K978408,15,CO,organic,install,phone,19,,Avantel 4G LTE,False,Avantel 4G LTE,Y
2020-03-21 19:15:46,4836136634-29461351663132A27982617515845L91K690552,15,CO,branch_int,install,phone,19,Otro,Movistar,True,Movistar,Y
2020-03-21 19:15:47,4836307949-37094111608312A27982617515845L91K131665,15,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-21 19:15:47,4836141873-60512649431252A27982617515845L91K016639,15,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-21 19:15:48,4836140792-18156498545942A27982617515845L91K492002,15,CO,organic,install,phone,19,,TIGO,True,TIGO,Y
2020-03-21 19:15:49,4836143203-65229289927252A27982617515845L91K078885,15,CO,organic,install,phone,19,,TIGO,False,TIGO,Y
2020-03-21 19:15:49,4299360972-57464502A27982617515845L91K,15,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,Y
2020-03-21 19:15:50,4835980704-76426082A27982617515845L91K,15,CO,Apple Search Ads,install,phone,19,,,True,,Y
2020-03-21 19:15:51,4836147798-52621476118062A27982617515845L91K828238,15,CO,organic,install,phone,19,,TIGO,True,TIGO,Y
2020-03-21 19:15:52,4795390560-20829573005722A27982617515845L91K911569,15,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,Y
2020-03-21 19:15:52,4836144588-75195762050242A27982617515845L91K31711,15,CO,organic,install,phone,19,,Movistar,True,Movistar,Y
2020-03-21 19:15:52,4836146447-33782312232652A27982617515845L91K524873,15,CO,organic,install,phone,19,,Movistar,True,Movistar,Y
2020-03-21 19:15:53,4836152181-62897555756572A27982617515845L91K528210,15,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-21 19:15:53,4836144910-61864197643392A27982617515845L91K965406,15,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-21 19:15:55,4836150652-50608157658662A27982617515845L91K384030,15,CO,branch_int,install,phone,19,,Movistar,True,Movistar,Y
2020-03-21 19:15:55,4836147278-20998359130032A27982617515845L91K191639,15,CO,Facebook Ads,install,phone,19,Instagram,Movistar,False,Movistar,Y
2020-03-21 19:15:55,4836151186-10686734776782A27982617515845L91K595165,15,CO,Facebook Ads,install,phone,19,Instagram,TIGO,True,TIGO,Y
2020-03-21 19:15:55,4836150073-30819617905732A27982617515845L91K998587,15,CO,organic,install,phone,19,,Avantel 4G LTE,True,Avantel 4G LTE,Y
2020-03-21 19:15:56,4836059752-86079742A27982617515845L91K,15,CO,googleadwords_int,install,phone,19,UAC_Video,,True,,Y
2020-03-21 19:15:56,4836147467-21087894390162A27982617515845L91K592337,15,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-21 19:15:56,4836151692-13700188286302A27982617515845L91K055648,15,CO,organic,install,phone,19,,Movistar,True,Movistar,Y
2020-03-21 19:21:02,4836455464-22474892328342A27982617515845L91K791968,21,CO,organic,install,phone,19,,Movistar,True,Movistar,G
2020-03-21 19:21:03,4836456780-21339145463702A27982617515845L91K017991,21,CO,Facebook Ads,install,phone,19,Facebook,Claro,True,Claro,G
2020-03-21 19:21:03,4836459420-55947839638362A27982617515845L91K196304,21,CO,Facebook Ads,install,phone,19,AudienceNetwork,Claro,True,Claro,G
2020-03-21 19:21:03,4836457757-74242498837602A27982617515845L91K958826,21,CO,organic,install,phone,19,,Movistar,False,Movistar,G
2020-03-21 19:21:03,4836393203-52244320849312A27982617515845L91K265642,21,CO,Facebook Ads,install,phone,19,Instagram,movistar,True,Movistar,G
2020-03-21 19:21:04,4836465672-38669598217402A27982617515845L91K675512,21,CO,organic,install,phone,19,,Claro,True,Claro,G
2020-03-21 19:21:04,2953262410-18988462347552A27982617515725L91K579236,21,CO,appia_int,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,G
2020-03-21 19:21:06,4836299503-93510232A27982617515845L91K,21,CO,organic,install,phone,19,,,True,,G
2020-03-21 19:21:06,4836005771-24899802A27982617515845L91K,21,CO,organic,install,phone,19,,,False,,G
2020-03-21 19:21:06,4835695385-32875662A27982617515845L91K,21,CO,organic,install,phone,19,,,True,,G
2020-03-21 19:21:07,4836460789-62312338784982A27982617515845L91K105804,21,CO,organic,install,phone,19,,Claro,True,Claro,G
2020-03-21 19:21:07,4836466408-43831613344582A27982617515845L91K680915,21,CO,organic,install,phone,19,,Claro,True,Claro,G
2020-03-21 19:21:08,4836463956-68523992275832A27982617515845L91K759883,21,CO,organic,install,phone,19,,Claro,True,Claro,G
2020-03-21 19:21:09,4836462796-28119769581562A27982617515845L91K432891,21,CO,Facebook Ads,install,phone,19,Instagram,Flash Mobile,True,Flash Mobile,G
2020-03-21 19:21:09,4836465024-75744879293462A27982617515845L91K216368,21,CO,googleadwords_int,install,phone,19,Search,Claro,True,Claro,G
2020-03-21 19:21:09,4836452493-38220944846812A27982617515845L91K674288,21,CO,organic,install,phone,19,,TIGO,True,TIGO,G
2020-03-21 19:21:10,4829436330-03924042A27982617515845L91K,21,CO,Apple Search Ads,install,phone,19,,,True,,G
2020-03-21 19:21:10,4835352931-48809742A27982617515845L91K,21,CO,googleadwords_int,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,UAC_Display,,False,,G
2020-03-21 19:21:11,4836463347-43891012736292A27982617515845L91K655725,21,CO,Facebook Ads,install,phone,19,AudienceNetwork,Claro,True,Claro,G
2020-03-21 19:21:12,4836438559-45801541754692A27982617515845L91K693938,21,CO,organic,install,phone,19,,Movistar,True,Movistar,G
2020-03-21 19:21:13,4834498202-27523398680452A27982617515845L91K945182,21,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,G
2020-03-21 19:21:13,4822990139-55347192A27982617515845L91K,21,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,,,False,,G
2020-03-21 19:21:13,4836460750-65012864069142A27982617515845L91K689811,21,CO,organic,install,phone,19,,Claro,True,Claro,G
2020-03-21 19:21:15,4836472983-28555364129822A27982617515845L91K016839,21,CO,organic,install,phone,19,,Claro,True,Claro,G
2020-03-21 19:21:15,4836469686-29268302912592A27982617515845L91K813484,21,CO,organic,install,phone,19,,Claro,True,Claro,G
2020-03-21 19:21:15,4836512619-67060838180832A27982617515845L91K523515,21,CO,Facebook Ads,install,phone,19,Facebook,Claro,True,Claro,G
2020-03-21 19:21:16,4828514376-17568252A27982617515845L91K,21,CO,Facebook Ads,FIRST_ORDER_PLACED_CONFIRMED_BACK,,19,Instagram,,False,,G
2020-03-21 19:21:17,4831279475-84607142A27982617515845L91K,21,CO,organic,install,phone,19,,,True,,G
2020-03-21 19:21:17,4836469139-21036977685162A27982617515845L91K299445,21,CO,organic,install,phone,19,,ETB 4G,False,ETB 4G,G
2020-03-21 19:21:17,4836407596-30354702A27982617515845L91K,21,CO,organic,install,phone,19,,,True,,G
2020-03-21 19:21:17,4836320381-67661972A27982617515845L91K,21,CO,organic,install,phone,19,,,True,,G
2020-03-21 19:21:17,4836330091-78226622A27982617515845L91K,21,CO,organic,install,phone,19,,,True,,G
2020-03-21 20:44:58,4841492388-74089631079852A27982617515845L91K150054,44,CO,organic,install,phone,20,,TIGO,False,TIGO,AA
2020-03-21 20:44:59,4841493038-15363849093972A27982617515845L91K007074,44,CO,organic,install,phone,20,,Claro,True,Claro,AA
2020-03-21 20:45:00,4841103898-17054442A27982617515845L91K,45,CO,googleadwords_int,install,phone,20,UAC_Display,,True,,AA
2020-03-21 20:45:00,4841494325-39775396799182A27982617515845L91K577389,45,CO,branch_int,install,phone,20,,Movistar,True,Movistar,AA
2020-03-21 20:45:01,4841474998-15144750561292A27982617515845L91K084647,45,CO,Facebook Ads,install,phone,20,AudienceNetwork,Claro,True,Claro,AA
2020-03-21 20:45:02,4841488975-53482708581032A27982617515845L91K388350,45,CO,Facebook Ads,install,phone,20,Facebook,Movistar,True,Movistar,AA
2020-03-21 20:45:03,4841497369-82532200305822A27982617515845L91K591828,45,CO,organic,install,phone,20,,Claro,True,Claro,AA
2020-03-21 20:45:03,4836003751-12933742A27982617515845L91K,45,CO,googleadwords_int,install,phone,20,UAC_Video,,True,,AA
2020-03-21 20:45:06,4841500425-95187637987452A27982617515845L91K73972,45,CO,Facebook Ads,install,phone,20,Facebook,Movistar,True,Movistar,AA
2020-03-21 20:45:10,4841095287-07298812A27982617515845L91K,45,CO,googleadwords_int,install,phone,20,UAC_Video,,True,,AA
2020-03-21 20:45:10,4841505372-33467322848802A27982617515845L91K142408,45,CO,organic,install,phone,20,,Movistar,True,Movistar,AA
2020-03-21 20:45:11,4841503600-81389301796862A27982617515845L91K881361,45,CO,organic,install,phone,20,,Claro,True,Claro,AA
2020-03-21 20:45:12,4841501273-29029673978212A27982617515845L91K648626,45,CO,organic,install,phone,20,,Claro,True,Claro,AA
2020-03-21 20:56:39,4842196616-29805455487992A27982617515845L91K57439,56,CO,organic,install,phone,20,,Claro,False,Claro,B
2020-03-21 20:56:41,4842198582-43183621874532A27982617515845L91K66143,56,CO,Facebook Ads,install,phone,20,Instagram,Claro,False,Claro,B
2020-03-21 20:56:43,4842200088-24317985324982A27982617515845L91K402948,56,CO,organic,install,phone,20,,Avantel 4G LTE,False,Avantel 4G LTE,B
2020-03-21 20:56:43,4842200874-17064465272772A27982617515845L91K73249,56,CO,organic,install,phone,20,,,True,,B
2020-03-21 20:56:43,4842185535-59433078667782A27982617515845L91K06815,56,CO,organic,install,phone,20,,TIGO,False,TIGO,B
2020-03-21 20:56:45,4842090349-57312262A27982617515845L91K,56,CO,organic,install,phone,20,,,True,,B
2020-03-21 20:56:47,4840435019-23763625183342A27982617515845L91K449779,56,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,20,,,False,,B
2020-03-21 20:56:48,4842094513-44234442A27982617515845L91K,56,CO,organic,install,tablet,20,,,True,,B
2020-03-21 20:56:49,4841177804-62395892A27982617515845L91K,56,CO,organic,install,phone,20,,,True,,B
2020-03-21 20:56:49,4842206210-15848150437262A27982617515845L91K514327,56,CO,organic,install,phone,20,,Avantel 4G LTE,False,Avantel 4G LTE,B
2020-03-21 20:56:49,4839863613-17484352A27982617515845L91K,56,CO,Facebook Ads,install,phone,20,Facebook,,True,,B
2020-03-21 20:56:50,4842201716-88395908684452A27982617515845L91K969177,56,CO,organic,install,phone,20,,Movistar,True,Movistar,B
2020-03-21 20:56:51,4842208782-19348087406372A27982617515845L91K567833,56,CO,branch_int,install,phone,20,,TIGO,False,TIGO,B
2020-03-21 20:56:52,4731068124-23268422A27982617515845L91K,56,CO,googleadwords_int,install,phone,20,UAC_Video,,True,,B
2020-03-21 20:56:53,4842207332-66784650197672A27982617515845L91K950728,56,CO,organic,install,phone,20,,TIGO,True,TIGO,B
2020-03-21 21:04:21,4842656796-65370385932612A27982617515845L91K617235,4,CO,organic,install,phone,21,,TIGO,True,TIGO,Z
2020-03-21 21:04:21,4842651804-22238738042072A27982617515845L91K371545,4,CO,organic,install,phone,21,,Movistar,True,Movistar,Z
2020-03-21 21:04:22,4842653718-10734814526322A27982617515845L91K225593,4,CO,organic,install,phone,21,,Movistar,False,Movistar,Z
2020-03-21 21:04:23,4842663735-30112605201762A27982617515845L91K063813,4,CO,Facebook Ads,install,phone,21,Instagram,Claro,True,Claro,Z
2020-03-21 21:04:23,4842610400-73307903453812A27982617515845L91K571958,4,CO,Facebook Ads,install,phone,21,Facebook,TIGO,True,TIGO,Z
2020-03-21 21:04:23,4842659285-88478953392562A27982617515845L91K47566,4,CO,organic,install,phone,21,,Virgin Mobile,False,Virgin Mobile,Z
2020-03-21 21:04:26,4842660056-44921349018752A27982617515845L91K867705,4,CO,organic,install,phone,21,,TIGO,True,TIGO,Z
2020-03-21 21:04:27,4842662248-47500021764392A27982617515845L91K121008,4,CO,organic,install,phone,21,,Claro,False,Claro,Z
2020-03-21 21:04:27,4842659538-42714274273192A27982617515845L91K599853,4,CO,organic,install,phone,21,,Claro,True,Claro,Z
2020-03-21 21:04:29,4842601385-62018809860462A27982617515845L91K838766,4,CO,organic,install,phone,21,,TIGO,True,TIGO,Z
2020-03-21 21:04:32,4842390145-67460350980012A27982617515845L91K110726,4,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,21,,,False,,Z
2020-03-21 21:04:33,4842486434-52949402A27982617515845L91K,4,CO,Facebook Ads,install,phone,21,Facebook,,True,,Z
2020-03-21 21:04:34,4842665324-53275287893862A27982617515845L91K076824,4,CO,Facebook Ads,install,phone,21,Facebook,Claro,True,Claro,Z
2020-03-21 21:13:09,4843114582-17027211808052A27982617515845L91K588797,13,CO,organic,install,phone,21,,Virgin Mobile,True,Virgin Mobile,AA
2020-03-21 21:13:09,4843182994-63266648451512A27982617515845L91K173437,13,CO,Facebook Ads,install,phone,21,Facebook,Claro,True,Claro,AA
2020-03-21 21:13:15,4843192106-80084551509022A27982617515845L91K964401,13,CO,organic,install,phone,21,,TIGO,True,TIGO,AA
2020-03-21 21:13:15,4843076514-39749072A27982617515845L91K,13,CO,organic,install,phone,21,,,True,,AA
2020-03-21 21:13:16,7878103973-11718612A27982617515675L91K,13,CO,Facebook Ads,install,phone,21,Facebook,,True,,AA
2020-03-21 21:13:19,4843188821-71205560076872A27982617515845L91K651490,13,CO,organic,install,phone,21,,TIGO,False,TIGO,AA
2020-03-21 21:13:20,4843197890-64035680267032A27982617515845L91K032762,13,CO,organic,install,phone,21,,TIGO,True,Flash Mobile,AA
2020-03-21 21:22:29,4842421065-61005792A27982617515845L91K,22,CO,organic,install,phone,21,,,True,,F
2020-03-21 21:22:31,0415730428-74709812A27982617515805L91K,22,CO,organic,install,phone,21,,,True,,F
2020-03-21 21:22:33,4843748965-21757062150602A27982617515845L91K377844,22,CO,organic,install,phone,21,,TIGO,False,TIGO,F
2020-03-21 21:22:34,4844336508-32114492A27982617515845L91K,22,CO,organic,install,phone,21,,,False,,F
2020-03-21 21:22:37,4841380678-76488498457002A27982617515845L91K103451,22,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,21,,,False,,F
2020-03-21 21:22:38,4843747478-61149116708022A27982617515845L91K347265,22,CO,organic,install,phone,21,,TIGO,True,TIGO,F
2020-03-21 21:22:39,4843756029-51248741326782A27982617515845L91K92560,22,CO,Facebook Ads,install,phone,21,Facebook,Claro,True,Claro,F
2020-03-21 21:22:40,4843756222-74959373785722A27982617515845L91K173251,22,CO,organic,install,phone,21,,Movistar,True,Movistar,F
2020-03-21 21:22:44,4843761712-59878486480902A27982617515845L91K315926,22,CO,Facebook Ads,install,phone,21,Facebook,TIGO,True,TIGO,F
2020-03-21 21:22:44,4843756007-11531642810782A27982617515845L91K434242,22,CO,organic,install,phone,21,,TIGO,False,TIGO,F
2020-03-21 21:22:44,4843737093-24435599106772A27982617515845L91K838396,22,CO,organic,install,phone,21,,TIGO,True,TIGO,F
2020-03-21 21:40:45,4844842210-13136975644112A27982617515845L91K479316,40,CO,organic,install,phone,21,,Movistar,True,Movistar,B
2020-03-21 21:40:47,4844844309-23106398345862A27982617515845L91K433021,40,CO,organic,install,phone,21,,Claro,True,Claro,B
2020-03-21 21:40:47,4844843162-35744465443442A27982617515845L91K343402,40,CO,organic,install,phone,21,,Claro,True,Claro,B
2020-03-21 21:40:48,4844516529-84110442A27982617515845L91K,40,CO,Facebook Ads,install,phone,21,Instagram,,True,,B
2020-03-21 21:40:48,4844845061-82789021249882A27982617515845L91K169707,40,CO,organic,install,phone,21,,Avantel 4G LTE,True,Avantel 4G LTE,B
2020-03-21 21:40:48,4037910142-04138972A27982617515845L91K,40,CO,googleadwords_int,install,phone,21,UAC_Video,,True,,B
2020-03-21 21:40:51,4844847663-30924922011982A27982617515845L91K33044,40,CO,organic,install,phone,21,,Claro,True,Claro,B
